file,inspection,system_area,related_plan_entries,bytes,lines,sha256
apps/game/client/scripts/tools/export_diorama_anim_libraries.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,tools,"Q04, Q06–Q07; tooling and export acceptance",20,1,830b8af7034031edaacc3f7fcb591e56777a04eb1e6c5dff1586edba8c621539
apps/game/client/scripts/tools/export_procgen_fixture.gd,automated full-file text/structure scan; manual per-file review not asserted,tools,"Q04, Q06–Q07; tooling and export acceptance",1475,46,fd929ef246680cb77f2f93d81aac0fb832cb2afe4f58a838a2553e337fe2dc85
apps/game/client/scripts/tools/export_procgen_fixture.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,tools,"Q04, Q06–Q07; tooling and export acceptance",20,1,a3dd5aed96fa017171dcdfecac2b854162c6ba416373fa2182c34c7b96304e0e
apps/game/client/scripts/tools/export_voxel_meshes.gd,automated full-file text/structure scan; manual per-file review not asserted,tools,"Q04, Q06–Q07; tooling and export acceptance",3075,89,984b74d43d4f3383d36b63ae99366d9e123b3033d251dce08a9978de88e4653f
apps/game/client/scripts/tools/export_voxel_meshes.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,tools,"Q04, Q06–Q07; tooling and export acceptance",20,1,ddbba6249f6eee5a6dc01abb2bd7b2cf77601a389d726805ef603e2d4c5d47db
apps/game/client/scripts/tools/floor_connectivity_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/floor_connectivity_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/frame_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/frame_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/generate_ui_font.py,automated full-file text/structure scan; manual per-file review not asserted,tools,"Q04, Q06–Q07; tooling and export acceptance",1414,46,d5fea047a362bf78acfcc697d88d5c2d7290c3954dd46572e9968a641f295ebf
apps/game/client/scripts/tools/icon_atlas_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/icon_atlas_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/input_glyph_coverage_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/input_glyph_coverage_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/inventory_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/inventory_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/inventory_ux_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/inventory_ux_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/item_quality_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/item_quality_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/lint_scripts.gd,automated full-file text/structure scan; manual per-file review not asserted,tools,"Q04, Q06–Q07; tooling and export acceptance",1361,49,699c11d4794b9409202c5852b516143ef914e5c10b8819cb6c6e517a32f64c29
apps/game/client/scripts/tools/lint_scripts.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,tools,"Q04, Q06–Q07; tooling and export acceptance",19,1,2f0ad5cc3ef26d818e0fc0bf13e1e85e6e650e1e29eeb8af8d15d28439548877
apps/game/client/scripts/tools/perf_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/perf_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/phase_walk.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/phase_walk.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/phase_watcher.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/phase_watcher.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/pixel_combat_capture.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/pixel_combat_capture.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/playable_run_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/playable_run_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/probe_creation_flow.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/probe_creation_flow.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/probe_scene_watcher.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/probe_scene_watcher.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/procgen_loop_report.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/procgen_loop_report.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/procgen_seed_health.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/procgen_seed_health.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/run_state_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/run_state_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/scene_sweep.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/scene_sweep.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/shadow_cycle_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/shadow_cycle_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/village_perf_probe.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/village_perf_probe.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/village_plan_audit.gd,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/tools/village_plan_audit.gd.uid,excluded: existing audit/probe,excluded,Coverage exclusions — no conclusion based on contents,0,0,
apps/game/client/scripts/ui/achievement_toast.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",2007,64,0cb6693cafef038e2731e88cb8d627ab283381fa98567a84c0f7c6a2611f17b8
apps/game/client/scripts/ui/achievement_toast.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,0424a53062af0ae5c3d195f99a39e7b5ddc52553c5387e3601aaf4b6026bce55
apps/game/client/scripts/ui/achievements_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",8318,259,8abfaefeece294f67d3b7f449cb0ca2346d4a4e09a851faa8552eb666046064b
apps/game/client/scripts/ui/achievements_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,8c049b962e24a0ee8724f7f3ddaca12ebab8bafcdb963b50af47ed6cfd74dc73
apps/game/client/scripts/ui/alternate_mode_row.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",1482,34,007a71a17697089874b76365a9bb7d8bb2f609785ade98d695967c20e9437a59
apps/game/client/scripts/ui/alternate_mode_row.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,f3ee73675c574facd3b7a73403e11ce0cb559e5cc89c08a48e3093c6220f017c
apps/game/client/scripts/ui/appearance_catalog.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",3617,138,b16adffdcef75a249af6b2d35e82694d479333b0a48a1e2f282cbd521560fe9c
apps/game/client/scripts/ui/appearance_catalog.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,1094569c9f4036bf6360077ffb65ec8fb7d47891ae252516379f035da4a92e0e
apps/game/client/scripts/ui/appearance_row.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",3640,127,b8f8034748367a91225b5ebc8be6c27d712ff09b7c178803a9fd590077d2fcfa
apps/game/client/scripts/ui/appearance_row.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,f733fdf903eeed429c11219c5b4bff7ca803aca7b53e1fab4d930271fd2072c6
apps/game/client/scripts/ui/arrow_charge_meter.gd,full manual source/content read in batch 22; initial scan hash retained; runtime launch tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, PR11–PR16",1810,52,02410fe0edd82adb5f5af35b763e0ca00ea3170675deb0d2c5a155e0a5907cef
apps/game/client/scripts/ui/arrow_charge_meter.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,0c9c94dbd96eba728cf765b70e1afd1bbd5696cdd71b45f8c7e25bceba597f42
apps/game/client/scripts/ui/bestiary_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",12363,363,dfe7694138381f81c5325c8c5ace3e5404d799906bfd8dbe73e86f0842d184a0
apps/game/client/scripts/ui/bestiary_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,0ab0eeeda3add1ea92acbd28c6bbdb44347059d0620fc050c81a74062f6ec17d
apps/game/client/scripts/ui/binding_capture_modal.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",3458,123,268e2c338b1c1b8930d5702ebbf18ab3d4bd94aa1f2371dd7a412a235bdeb511
apps/game/client/scripts/ui/binding_capture_modal.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,c1b9e78afe2c268094a92d593066f0a0355b5eba3ba05d2d2b4283f163467c82
apps/game/client/scripts/ui/blacksmith_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20808,583,43f572da91d08e81f8c610b581d826194114ec4386396fc92806a7d3fb62c1ff
apps/game/client/scripts/ui/blacksmith_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,6e2b9379d03ed0b2c41b7209895dbb8b92161f6279470ac799262f8134447d8b
apps/game/client/scripts/ui/boss_intro_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",2226,66,475c6665d2dfea46ff60ed02bf9186e12b777d020249a41b57febbf9bcf2a7b5
apps/game/client/scripts/ui/boss_intro_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,1acd61fd83ab63c4021143bb657c6cba3aa7831f5ccf96a0e10b33ba2f6de582
apps/game/client/scripts/ui/bow_reticle.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",1676,60,09cc64e582892cad0426626fc0f9b9ab73d0bd2e76a0919835e3bf856589cc47
apps/game/client/scripts/ui/bow_reticle.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,1505c3358e0b11cf69585b8ee0df0e6c0f4b3e50b0b7b6a36b7e08695352ffe7
apps/game/client/scripts/ui/castle_entry_menu.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",15823,494,d1f9f63bfe5827565ea50efdfe93e909418ddb7c81385e1104fa429a0ba52e44
apps/game/client/scripts/ui/castle_entry_menu.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,4f936e9d251eb64b9f06ef77e15fdfa461978ebad0815341c23015c6ece684f3
apps/game/client/scripts/ui/character_create_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",33119,925,218ad695d8a0c871d8b08643cb240c6ce522af0d4e20e929d740f3d634b307df
apps/game/client/scripts/ui/character_create_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,af3af1b3935b2692a123366e20f716d841e2f0f86dbd35943abe4ec85be9d06f
apps/game/client/scripts/ui/class_card.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",2716,85,3c96a965a7a54e313db3878f7caa7f952efd07b3ecd4439f439a1e80af47bec0
apps/game/client/scripts/ui/class_card.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,25ba3298c08dcce9d58b0586cd03f20769a33f7c72a5a33bb68da2fdb24b581c
apps/game/client/scripts/ui/class_icon_atlas.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",842,33,f568c6f0cdd3660f70e1b88b517adb0581be1e33543d98e2a4e5953f2e9ff930
apps/game/client/scripts/ui/class_icon_atlas.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,c2c51fb05e61d7dff6f22f6cb4a97c0d00aa4df523617e41e01869b6df66df32
apps/game/client/scripts/ui/combat_hud.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",71598,1852,98a64c462d90aa10570ff5efe825d7bffcd3ccd862d65541e2d9e32a84d08358
apps/game/client/scripts/ui/combat_hud.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,e5a2359b294c80eeccb505938c905390a0e1394b2fd14cc09652262b9aedcb84
apps/game/client/scripts/ui/confirm_spec.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",360,13,2fc9cdc7834bd5f09716c39b82fdbbf965d3e5c0c397f74e249e8cb92d45a5ad
apps/game/client/scripts/ui/confirm_spec.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,5b034d5aa90d4cd25ffad96e4d8125128b113e79942678e7e762721ff7fa8c1e
apps/game/client/scripts/ui/continue_menu.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",6457,219,ab7d262a183408bdea683793a2978ce475b009c03f685f68424a823fdb622237
apps/game/client/scripts/ui/continue_menu.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,d9a94e46ddb70ac8f5f8e2dddaf4ba6dc4e1757e0e5d02f693bc1b5845d73dae
apps/game/client/scripts/ui/damage_direction_arc.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",631,28,5d652a1b5cadd8067136f89427a83ebe80ad1590f69e1ee768efd3abde629a6b
apps/game/client/scripts/ui/damage_direction_arc.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,63dc765c89b69351e0ad851374fbac85a86f2e4e0ef1c3b82cf17254505dd3a4
apps/game/client/scripts/ui/dialogue_ui.gd,full manual source/content read in batch 27; initial scan hash retained; runtime tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, DL01–DL08",6567,223,84cbb7832d235f7ae9c69f1552f1f30853e7852e3650694e2238a64c67aa3f08
apps/game/client/scripts/ui/dialogue_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,c69fc623b96c7003791a18e5c1e051ebe8ac4ef3cfb40807128c93eaef5b32fd
apps/game/client/scripts/ui/enemy_health_bar.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",9025,259,4151834e71cafe01a28ec2efcc9bb8b8e9ae1d8b4291cd7b5ac9052f556e3e6b
apps/game/client/scripts/ui/enemy_health_bar.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,1e010fc035fb401110cd5a2fa32bb0ebd92d92698c6fed62b8a43687afd6fcfe
apps/game/client/scripts/ui/enemy_intent_glyph.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",2176,55,ec2f1ed72d406a323acbb2dfa719f43cfd0d3a9b3b06c5ea3de02e630ca619c4
apps/game/client/scripts/ui/enemy_intent_glyph.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,56f467aa824f062eef68fad96bcde5c0abe600fe327c53252a1836ef4c9ecc6d
apps/game/client/scripts/ui/enemy_intent_glyph_atlas.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",1676,55,a050395a1c22b452cec081de1946746039adea4dc29b663634babd241d3d54fc
apps/game/client/scripts/ui/enemy_intent_glyph_atlas.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,762410e4ada1a49265f961da6c30d9bc1949c3ae0c4a92c40193b2009cf313f3
apps/game/client/scripts/ui/enemy_preview_rig.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",3749,112,80763d3465c4d04df63e3ae377299981b5664d4f0169bef23b6854ed71774c70
apps/game/client/scripts/ui/enemy_preview_rig.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,a6b88df9aa1fb51e805c0848975f3dcd8dc168338049d2a503be9b7b8b303eb2
apps/game/client/scripts/ui/epilogue_card.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",1654,57,9c41dfad597a27d6569d2c262b646b3373418353cf8b15853ac60eb3efea5c44
apps/game/client/scripts/ui/epilogue_card.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,cf0ca63c0aa6d07eaf21ecc5cb52cff6338ccfcb61bec74f37e2965ca4f42c12
apps/game/client/scripts/ui/game_ui_skin.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",32064,888,51ea24eb79373f605041b4bf210e53bf0a65e5f100cc3516e407390ef635a60f
apps/game/client/scripts/ui/game_ui_skin.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,94d005ba0cf1a29d8cf109640fe37e9683f503acdb2da626942de1fd863771a1
apps/game/client/scripts/ui/guard_indicator.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",1067,30,86c012f908ed6bdebc76ebfe6a5b736e56dc8667ace421c95f8af64638ded7d3
apps/game/client/scripts/ui/guard_indicator.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,cf8b9603fc7cdc08ecb669068257944f5d45d71df53d28f9084af8da3d442846
apps/game/client/scripts/ui/heal_charge_meter.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",2207,68,025c193e5d7e911cf2c755b79e8a89d934df478760f6584d8de390b0e985620e
apps/game/client/scripts/ui/heal_charge_meter.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,7d57c4579018452c95ffaf37a46520fb9d9d1829c67f9f50cade2a71c0cfa7c3
apps/game/client/scripts/ui/hud_icon_atlas.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",1504,53,9ac6193bf4e1a7de01fdd06fb9f513784b4be00d7530dd39f238929249ea6951
apps/game/client/scripts/ui/hud_icon_atlas.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",21,1,acc2ecba45b20b9337fe4f1346478b813566e9c60bf5d4cd05f4dd9424a7882f
apps/game/client/scripts/ui/input_glyph_atlas.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",559,26,29fccf8d26324bb15a0893a1bf3df3256962c1f9ac0035e5197a222ac955a141
apps/game/client/scripts/ui/input_glyph_atlas.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,83b30ec21052e272e37a210c49aee3e061e4156b41fd443e8fc416f07456dfbb
apps/game/client/scripts/ui/input_glyph_service.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",11250,449,1020011eb0104af3d5a8ae67b7dd4f86cf9e0765139612652ae36eea8b9710ec
apps/game/client/scripts/ui/input_glyph_service.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,c600710e05e2243749e240d684185405296da19e70e1fc7da314cde414f25142
apps/game/client/scripts/ui/input_glyph_watcher.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",1470,48,ba648287871122bc48bc8397ddd42dd3682adc109d3e4d9ca8e7024ee941c02a
apps/game/client/scripts/ui/input_glyph_watcher.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",22,1,e6e1fe81e7e74ebfe93bd6fd5f3fa24835beaddb13ccfd74078aee7751b8e13e
apps/game/client/scripts/ui/interact_prompt.gd,full manual source read in batch 23; initial scan hash retained; runtime interaction tests proposed only,ui,"U01–U22, M10, V01–V04, I17, G09, IX01–IX08",1728,44,222fb3523b647c2b27b89454a9ec52cb88bb073c172dc52e7338c373f2bdffae
apps/game/client/scripts/ui/interact_prompt.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,b46190ad54e20781b8884712381b940da04d9bd806c60b06b8f977cd3a133dbf
apps/game/client/scripts/ui/inventory_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",53548,1630,43156c7e52762f955e25b5e8e605c99c66df8651366e367bbd28e05beedfbe4f
apps/game/client/scripts/ui/inventory_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,a1441043e654f7e823a7e5cdcc7f0a07e1eb55fd3cabe4848f26a67adee54687
apps/game/client/scripts/ui/inventory_ui_layout.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",642,28,70dbdd8a9ec6dfff290870bda7f7245af552cb321a049585df030ca092f44a95
apps/game/client/scripts/ui/inventory_ui_layout.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,5b888f0ffaed34fc4d800f398d6d96ce7d27f8da31c4251468b3becbaf607be1
apps/game/client/scripts/ui/item_cell.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",4369,99,2a43f08128ffa404312d449f41fb4ea919b9cd140c133af646d5640bf245bf0c
apps/game/client/scripts/ui/item_cell.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,fdb9f7d485b852192ec63c343aec21a791353c694988ba4b0d7fcb8c46592fb1
apps/game/client/scripts/ui/item_icon_atlas.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",1233,43,9b6c47cf0007eda68f1c841da0c344b786ec19965582921604b9b289ccd5f4a1
apps/game/client/scripts/ui/item_icon_atlas.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,fddb85dc1ef30fe45cf257fccbaf5583d08c4be9997b1acdc19b63b5a92fb9d0
apps/game/client/scripts/ui/item_list_presenter.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",2604,72,97f00c1325f27b85191c77590b1a5a13325c11e59bcd03264470c82d1f021383
apps/game/client/scripts/ui/item_list_presenter.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",19,1,5bcb738f7b5e5da4af8c8b5c6a47ae835ad1dd4a0ca5129aa57568dcc90a0992
apps/game/client/scripts/ui/loading_screen.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",2078,63,caaa5d8d0cabf5dc626e70e9aff2b9c42d29bd9c9764cb3dd7201c95bfb36a97
apps/game/client/scripts/ui/loading_screen.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,e2422af6648277edc71bf6e469ff3095d72262a4d9581c0748b6de7901700845
apps/game/client/scripts/ui/loadout_ui.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",3340,115,4f88fd86c7e4ba2e51e645aba13e66ecc7d6993d4391fff9da6c8dafaf882938
apps/game/client/scripts/ui/loadout_ui.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,099c90f4229d88e94ce3cf35c67ec76bba36fa144cb1adaa216e0c1d66207ee4
apps/game/client/scripts/ui/locale_settings.gd,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",1230,57,3b51254bd77002de505e35c555633b66ee85c226c3c3e3321bd49d3f97c6060e
apps/game/client/scripts/ui/locale_settings.gd.uid,automated full-file text/structure scan; manual per-file review not asserted,ui,"U01–U22, M10, V01–V04, I17, G09",20,1,bd45cd2fcf0c9dee1cb783a7aae57d134c3f3ff7fc80f25a16f9046a41be401c
